Time  1 - default sample rate [s]	Bladder [bar]	Shell_0_L [µm/m]	Shell_0_Z [µm/m]	Shell_1_L [µm/m]	Shell_1_Z [µm/m]	Shell_2_L [µm/m]	Shell_2_Z [µm/m]	Shell_3_L [µm/m]	Shell_3_Z [µm/m]	Shell_4_Z [µm/m]	Shell_5_L [µm/m]	Shell_5_Z [µm/m]	Coil_1_Th2_up [µm/m]	Coil_1_Th3_up [µm/m]	Rod_1_TC [µm/m]	Rod_2_TC [µm/m]
17.20	95.23	-202.15	505.83	-219.92	638.28	-179.26	-405.86	-229.90	496.54	633.08	-61.76	-28.53	16.03	-22.45	-12.93	30.51	
17.30	95.22	-201.84	506.00	-219.70	638.48	-179.49	-405.58	-229.92	496.50	633.04	-61.77	-28.29	16.08	-22.63	-12.94	30.50	
17.40	95.21	-201.51	506.13	-219.52	638.65	-179.69	-405.31	-229.85	496.56	633.03	-61.78	-28.10	16.13	-22.74	-12.96	30.50	
17.50	95.20	-201.39	506.17	-219.47	638.67	-179.76	-405.21	-229.77	496.58	633.06	-61.76	-28.02	16.13	-22.77	-12.98	30.51	
17.60	95.19	-201.36	506.21	-219.49	638.65	-179.77	-405.20	-229.70	496.57	633.10	-61.72	-27.98	16.07	-22.78	-12.98	30.51	
17.70	95.19	-201.35	506.26	-219.56	638.62	-179.79	-405.19	-229.70	496.64	633.10	-61.75	-27.95	16.00	-22.80	-12.95	30.51	
17.80	95.18	-201.37	506.28	-219.56	638.64	-179.76	-405.17	-229.68	496.71	633.13	-61.82	-27.91	16.01	-22.79	-12.94	30.54	
17.90	95.32	-201.39	506.26	-219.52	638.67	-179.73	-405.17	-229.63	496.70	633.21	-61.82	-27.91	16.04	-22.79	-12.94	30.57	
18.00	95.82	-201.38	506.31	-219.46	638.70	-179.72	-405.20	-229.55	496.61	633.30	-61.77	-27.89	16.02	-22.84	-12.96	30.58	
18.10	96.31	-201.31	506.36	-219.38	638.74	-179.81	-405.17	-229.56	496.51	633.32	-61.71	-27.80	15.98	-22.92	-12.97	30.57	
18.20	96.79	-200.90	506.51	-219.28	638.86	-180.18	-404.84	-229.64	496.51	633.29	-61.64	-27.42	16.04	-23.12	-12.98	30.58	
18.30	97.28	-200.30	506.70	-219.11	638.97	-180.67	-404.45	-229.60	496.62	633.33	-61.58	-26.68	16.11	-23.34	-12.98	30.57	
18.40	97.74	-199.30	507.07	-218.71	639.12	-181.46	-403.88	-229.38	496.91	633.51	-61.50	-25.06	16.20	-23.72	-12.98	30.56	
18.50	98.16	-198.13	507.61	-218.23	639.34	-182.34	-403.24	-229.14	497.17	633.75	-61.49	-23.15	16.26	-24.14	-12.98	30.58	
18.60	98.55	-196.79	508.17	-217.70	639.61	-183.18	-402.67	-228.91	497.40	634.00	-61.61	-21.16	16.29	-24.58	-12.97	30.58	
18.70	98.83	-195.70	508.59	-217.31	639.81	-183.79	-402.30	-228.77	497.57	634.18	-61.75	-19.71	16.32	-24.91	-12.96	30.57	
18.80	99.09	-194.27	509.15	-216.87	640.04	-184.69	-401.77	-228.66	497.76	634.33	-61.99	-17.97	16.36	-25.34	-12.95	30.56	
18.90	99.35	-192.96	509.78	-216.43	640.25	-185.52	-401.22	-228.52	497.97	634.47	-62.33	-16.51	16.39	-25.67	-12.93	30.55	
19.00	99.59	-191.80	510.33	-216.09	640.44	-186.17	-400.74	-228.38	498.23	634.69	-62.62	-15.31	16.45	-25.94	-12.93	30.56	
19.10	99.82	-190.95	510.70	-215.83	640.62	-186.60	-400.45	-228.30	498.37	634.84	-62.77	-14.50	16.52	-26.10	-12.94	30.56	
19.20	100.03	-189.89	511.21	-215.48	640.88	-187.19	-400.09	-228.23	498.56	635.01	-63.02	-13.43	16.62	-26.27	-12.94	30.56	
19.30	100.22	-188.94	511.75	-215.16	641.15	-187.72	-399.72	-228.14	498.86	635.26	-63.37	-12.51	16.67	-26.46	-12.94	30.57	
19.40	100.40	-188.06	512.29	-214.86	641.44	-188.13	-399.32	-228.09	499.23	635.58	-63.69	-11.77	16.69	-26.65	-12.94	30.58	
19.50	100.57	-187.41	512.69	-214.69	641.68	-188.46	-399.04	-228.11	499.52	635.77	-63.85	-11.21	16.75	-26.73	-12.94	30.58	
19.60	100.72	-186.56	513.24	-214.47	642.01	-188.96	-398.73	-228.20	499.96	635.98	-64.10	-10.41	16.84	-26.82	-12.94	30.57	
19.70	100.86	-185.78	513.79	-214.19	642.42	-189.45	-398.41	-228.29	500.44	636.27	-64.39	-9.769	16.87	-26.96	-12.91	30.56	
19.80	100.96	-185.12	514.35	-213.99	642.94	-189.92	-398.16	-228.40	500.97	636.62	-64.63	-9.250	16.93	-27.09	-12.93	30.55	
19.90	100.91	-184.72	514.75	-213.95	643.34	-190.22	-398.03	-228.54	501.46	636.91	-64.83	-8.874	16.96	-27.14	-12.94	30.53	
20.00	100.80	-184.21	515.27	-214.01	643.87	-190.57	-397.88	-228.73	502.21	637.40	-65.16	-8.404	16.94	-27.19	-12.94	30.53	
20.10	100.70	-183.88	515.76	-214.14	644.47	-190.78	-397.87	-228.94	502.97	637.87	-65.44	-8.177	16.95	-27.20	-12.96	30.55	
20.20	100.66	-183.86	516.21	-214.37	645.11	-190.80	-397.91	-229.16	503.65	638.23	-65.69	-8.233	16.96	-27.18	-12.97	30.57	
20.30	100.97	-183.97	516.50	-214.55	645.51	-190.77	-397.98	-229.29	504.08	638.52	-65.87	-8.379	16.92	-27.17	-12.97	30.58	
20.40	101.08	-184.15	516.83	-214.73	646.01	-190.81	-398.12	-229.48	504.53	638.92	-66.06	-8.590	16.86	-27.16	-12.96	30.58	
20.50	101.04	-184.07	517.22	-214.79	646.57	-190.97	-398.04	-229.60	504.98	639.29	-66.19	-8.458	16.76	-27.22	-12.94	30.58	
20.60	100.98	-183.89	517.72	-214.83	647.15	-191.30	-397.80	-229.66	505.44	639.68	-66.29	-8.049	16.72	-27.33	-12.96	30.58	
20.70	100.91	-183.86	518.05	-214.94	647.54	-191.49	-397.73	-229.71	505.78	639.95	-66.34	-7.891	16.73	-27.38	-12.98	30.55	
20.80	100.84	-183.90	518.38	-215.13	647.99	-191.57	-397.77	-229.71	506.18	640.28	-66.39	-7.893	16.71	-27.36	-12.99	30.54	
20.90	100.74	-183.96	518.65	-215.28	648.36	-191.58	-397.90	-229.75	506.52	640.56	-66.54	-8.053	16.71	-27.35	-12.99	30.56	
21.00	100.68	-184.16	518.89	-215.38	648.68	-191.59	-398.03	-229.86	506.82	640.83	-66.80	-8.237	16.69	-27.34	-12.96	30.57	
21.10	100.63	-184.33	519.04	-215.45	648.90	-191.58	-398.06	-229.91	507.08	641.03	-66.97	-8.365	16.67	-27.27	-12.94	30.58	
21.20	100.59	-184.50	519.24	-215.60	649.19	-191.52	-398.10	-229.94	507.42	641.30	-67.09	-8.604	16.69	-27.16	-12.93	30.58	
21.30	100.56	-184.59	519.44	-215.77	649.43	-191.49	-398.14	-230.02	507.67	641.55	-67.13	-8.819	16.73	-27.08	-12.95	30.57	
21.40	100.52	-184.74	519.62	-215.87	649.65	-191.47	-398.20	-230.07	507.90	641.75	-67.25	-9.003	16.71	-26.99	-12.96	30.57	
21.50	100.50	-184.91	519.75	-215.95	649.82	-191.45	-398.22	-230.13	508.10	641.91	-67.30	-9.113	16.69	-26.95	-12.96	30.57	
21.60	100.47	-185.11	519.86	-216.05	650.03	-191.46	-398.29	-230.18	508.29	642.03	-67.28	-9.248	16.64	-26.95	-12.96	30.57	
21.70	100.59	-185.29	519.93	-216.17	650.12	-191.49	-398.45	-230.19	508.37	642.13	-67.33	-9.414	16.59	-26.99	-12.94	30.59	
21.80	101.07	-185.41	520.05	-216.33	650.18	-191.56	-398.53	-230.21	508.47	642.29	-67.40	-9.536	16.56	-27.11	-12.94	30.59	
21.90	101.54	-185.44	520.17	-216.39	650.33	-191.62	-398.47	-230.23	508.61	642.41	-67.44	-9.479	16.60	-27.14	-12.95	30.57	
22.00	101.97	-185.22	520.47	-216.22	650.71	-191.76	-398.14	-230.21	508.85	642.65	-67.43	-9.084	16.69	-27.16	-12.94	30.55	
22.10	102.38	-184.64	520.97	-215.93	651.09	-192.23	-397.62	-230.16	509.10	642.97	-67.39	-8.094	16.76	-27.35	-12.94	30.57	
22.20	102.76	-183.77	521.68	-215.59	651.47	-192.94	-397.07	-230.07	509.45	643.37	-67.40	-6.679	16.84	-27.66	-12.95	30.57	
22.30	103.11	-182.98	522.25	-215.34	651.82	-193.55	-396.68	-230.04	509.80	643.70	-67.51	-5.519	16.90	-27.93	-12.96	30.56	
22.40	103.39	-181.87	523.00	-215.12	652.37	-194.37	-396.18	-230.07	510.43	644.15	-67.75	-3.955	16.95	-28.34	-12.95	30.56	
22.50	103.61	-180.79	523.94	-214.88	653.10	-195.17	-395.66	-230.10	511.23	644.63	-68.10	-2.480	17.01	-28.67	-12.96	30.58	
22.60	103.83	-179.81	524.97	-214.64	654.01	-195.92	-395.17	-230.18	512.13	645.27	-68.53	-1.309	17.07	-28.96	-12.97	30.59	
22.70	104.04	-179.25	525.74	-214.52	654.78	-196.45	-394.86	-230.27	512.84	645.84	-68.85	-0.6319	17.12	-29.18	-12.96	30.58	
22.80	104.24	-178.69	526.93	-214.48	655.88	-197.11	-394.49	-230.46	514.00	646.65	-69.27	0.1758	17.15	-29.41	-12.95	30.56	
22.90	104.43	-178.25	528.27	-214.53	657.08	-197.81	-394.22	-230.67	515.22	647.52	-69.74	0.9479	17.13	-29.61	-12.96	30.54	
23.00	104.62	-177.87	529.67	-214.63	658.25	-198.50	-393.95	-230.86	516.36	648.48	-70.14	1.694	17.13	-29.77	-12.96	30.54	
23.10	104.80	-177.62	530.75	-214.72	659.09	-198.91	-393.71	-230.99	517.22	649.28	-70.39	2.241	17.16	-29.87	-12.96	30.54	
23.20	104.95	-177.37	532.17	-214.87	660.26	-199.41	-393.48	-231.21	518.35	650.29	-70.72	2.978	17.21	-30.02	-12.96	30.55	
23.30	105.09	-177.19	533.56	-215.05	661.46	-199.92	-393.29	-231.38	519.45	651.23	-71.08	3.645	17.27	-30.11	-12.96	30.55	
23.40	105.08	-177.02	534.93	-215.13	662.60	-200.42	-393.04	-231.48	520.63	652.16	-71.48	4.151	17.28	-30.20	-12.95	30.55	
23.50	104.95	-176.87	535.91	-215.19	663.42	-200.79	-392.87	-231.56	521.47	652.89	-71.80	4.524	17.32	-30.23	-12.94	30.56	
23.60	105.06	-176.79	537.04	-215.33	664.47	-201.24	-392.76	-231.69	522.50	653.88	-72.17	4.978	17.40	-30.23	-12.94	30.54	
23.70	105.26	-177.01	537.96	-215.57	665.34	-201.55	-392.85	-231.87	523.34	654.76	-72.51	5.045	17.35	-30.20	-12.93	30.53	
23.80	105.26	-177.25	538.78	-215.76	666.07	-201.77	-392.91	-232.00	524.09	655.51	-72.83	4.941	17.28	-30.21	-12.92	30.54	
23.90	105.13	-177.21	539.47	-215.86	666.60	-201.98	-392.79	-232.01	524.65	656.01	-73.02	5.158	17.30	-30.29	-12.94	30.54	
24.00	105.01	-177.10	540.29	-216.00	667.29	-202.26	-392.59	-232.02	525.30	656.65	-73.28	5.557	17.32	-30.38	-12.97	30.56	
24.10	104.92	-177.19	540.86	-216.18	667.94	-202.41	-392.59	-232.08	525.92	657.33	-73.49	5.642	17.30	-30.39	-12.98	30.57	
24.20	104.84	-177.43	541.35	-216.32	668.52	-202.46	-392.65	-232.15	526.53	657.88	-73.65	5.472	17.25	-30.34	-12.97	30.55	
24.30	104.78	-177.65	541.71	-216.43	668.84	-202.43	-392.72	-232.22	526.92	658.18	-73.86	5.247	17.23	-30.29	-12.97	30.53	
24.40	104.73	-177.90	542.17	-216.64	669.15	-202.35	-392.89	-232.31	527.32	658.57	-74.11	4.951	17.22	-30.23	-12.97	30.53	
24.50	104.68	-178.15	542.48	-216.86	669.41	-202.37	-393.06	-232.32	527.67	659.00	-74.26	4.722	17.21	-30.17	-12.95	30.54	
24.60	104.72	-178.43	542.67	-217.01	669.67	-202.49	-393.17	-232.32	527.96	659.35	-74.32	4.516	17.22	-30.13	-12.93	30.56	
24.70	105.11	-178.63	542.84	-217.10	669.86	-202.53	-393.24	-232.33	528.14	659.55	-74.40	4.386	17.22	-30.09	-12.93	30.56	
24.80	105.53	-178.79	543.11	-217.16	670.16	-202.51	-393.26	-232.37	528.40	659.82	-74.47	4.333	17.18	-29.98	-12.93	30.57	
24.90	105.91	-178.68	543.49	-217.17	670.47	-202.61	-393.07	-232.43	528.62	660.13	-74.45	4.552	17.21	-30.00	-12.95	30.60	
25.00	106.27	-178.26	544.00	-217.07	670.81	-203.05	-392.66	-232.45	528.93	660.47	-74.50	5.316	17.27	-30.30	-12.97	30.61	
25.10	106.62	-177.82	544.41	-216.95	671.14	-203.57	-392.31	-232.46	529.26	660.72	-74.58	6.183	17.29	-30.59	-12.98	30.59	
25.20	106.94	-177.18	545.03	-216.79	671.62	-204.32	-391.75	-232.42	529.78	661.10	-74.81	7.526	17.33	-30.97	-12.97	30.58	
25.30	107.24	-176.34	545.77	-216.50	672.20	-205.06	-391.22	-232.29	530.37	661.62	-75.08	8.936	17.44	-31.25	-12.95	30.59	
25.40	107.45	-175.35	546.67	-216.15	672.93	-205.77	-390.74	-232.19	531.09	662.24	-75.28	10.21	17.55	-31.53	-12.95	30.60	
25.50	107.64	-174.71	547.38	-215.99	673.53	-206.34	-390.36	-232.26	531.71	662.77	-75.51	11.05	17.62	-31.76	-12.97	30.60	
25.60	107.83	-174.06	548.36	-216.00	674.42	-207.11	-389.99	-232.48	532.66	663.48	-75.94	12.03	17.68	-32.05	-12.98	30.58	
25.70	108.02	-173.57	549.44	-216.10	675.45	-207.71	-389.74	-232.69	533.79	664.36	-76.37	12.92	17.69	-32.24	-12.98	30.58	
25.80	108.21	-173.18	550.63	-216.16	676.51	-208.23	-389.47	-232.84	534.97	665.38	-76.77	13.76	17.77	-32.38	-12.94	30.60	
25.90	108.40	-172.96	551.58	-216.27	677.34	-208.65	-389.27	-232.98	535.84	666.12	-77.05	14.30	17.82	-32.49	-12.91	30.61	
26.00	108.60	-172.73	552.86	-216.43	678.41	-209.26	-388.96	-233.20	536.97	667.07	-77.43	14.97	17.81	-32.66	-12.90	30.61	
26.10	108.79	-172.59	554.07	-216.55	679.45	-209.93	-388.65	-233.36	538.03	668.02	-77.90	15.61	17.78	-32.88	-12.91	30.62	
26.20	108.98	-172.42	555.35	-216.66	680.57	-210.55	-388.39	-233.42	539.13	669.07	-78.32	16.25	17.81	-33.05	-12.95	30.63	
26.30	109.11	-172.26	556.38	-216.74	681.42	-210.95	-388.20	-233.43	539.99	669.87	-78.62	16.72	17.88	-33.10	-12.98	30.62	
26.40	109.06	-172.04	557.72	-216.85	682.51	-211.49	-387.95	-233.51	541.08	670.90	-79.01	17.36	17.95	-33.19	-12.97	30.60	
26.50	109.14	-171.89	558.99	-216.99	683.62	-212.02	-387.75	-233.71	542.12	671.88	-79.40	18.00	17.98	-33.33	-12.95	30.57	
26.60	109.32	-171.93	560.13	-217.15	684.59	-212.39	-387.64	-233.90	543.10	672.85	-79.85	18.39	18.00	-33.37	-12.93	30.58	
26.70	109.27	-172.05	560.87	-217.29	685.19	-212.59	-387.55	-234.01	543.78	673.51	-80.10	18.53	18.02	-33.33	-12.93	30.59	
26.80	109.12	-172.16	561.81	-217.49	685.96	-212.95	-387.33	-234.16	544.67	674.31	-80.33	18.93	18.02	-33.40	-12.95	30.58	
26.90	109.00	-172.24	562.65	-217.66	686.73	-213.28	-387.20	-234.30	545.47	675.04	-80.59	19.32	17.99	-33.52	-12.96	30.56	
27.00	108.90	-172.46	563.31	-217.87	687.40	-213.45	-387.28	-234.31	546.16	675.69	-80.88	19.27	17.97	-33.50	-12.94	30.57	
27.10	108.82	-172.72	563.74	-218.11	687.86	-213.51	-387.40	-234.28	546.64	676.12	-81.09	19.02	17.96	-33.42	-12.93	30.58	
27.20	108.76	-173.08	564.27	-218.37	688.42	-213.51	-387.51	-234.27	547.18	676.63	-81.35	18.66	17.98	-33.33	-12.94	30.58	
27.30	108.70	-173.38	564.72	-218.56	688.84	-213.46	-387.60	-234.28	547.62	677.05	-81.58	18.36	17.95	-33.29	-12.95	30.58	
27.40	108.65	-173.65	565.06	-218.74	689.17	-213.45	-387.74	-234.31	547.98	677.44	-81.68	18.08	17.94	-33.29	-12.95	30.58	
27.50	108.83	-173.86	565.26	-218.89	689.35	-213.45	-387.82	-234.34	548.19	677.73	-81.74	17.88	17.95	-33.27	-12.94	30.58	
27.60	109.30	-174.15	565.53	-219.13	689.55	-213.41	-387.90	-234.44	548.45	678.11	-81.82	17.68	17.86	-33.20	-12.94	30.58	
27.70	109.73	-174.32	565.87	-219.25	689.85	-213.46	-387.88	-234.59	548.70	678.42	-81.85	17.67	17.77	-33.21	-12.94	30.57	
27.80	110.15	-174.22	566.29	-219.18	690.29	-213.80	-387.56	-234.64	548.95	678.73	-81.86	18.18	17.83	-33.35	-12.93	30.56	
27.90	110.54	-173.87	566.67	-219.03	690.72	-214.20	-387.14	-234.57	549.22	679.02	-81.94	18.97	17.94	-33.51	-12.93	30.56	
28.00	110.91	-173.14	567.37	-218.81	691.29	-214.87	-386.56	-234.46	549.69	679.49	-82.18	20.31	18.06	-33.84	-12.92	30.57	
28.10	111.24	-172.24	568.28	-218.58	691.88	-215.66	-386.05	-234.44	550.29	680.02	-82.42	21.82	18.15	-34.26	-12.92	30.56	
28.20	111.46	-171.32	569.24	-218.39	692.59	-216.46	-385.51	-234.48	551.12	680.61	-82.75	23.35	18.26	-34.57	-12.93	30.55	
28.30	111.68	-170.71	569.99	-218.26	693.19	-217.08	-385.03	-234.56	551.88	681.13	-83.05	24.39	18.37	-34.79	-12.92	30.56	
28.40	111.90	-170.08	571.07	-218.13	694.07	-217.95	-384.49	-234.75	552.99	682.01	-83.48	25.58	18.49	-35.14	-12.92	30.59	
28.50	112.11	-169.69	572.27	-218.15	695.11	-218.71	-384.18	-234.98	554.20	683.04	-83.90	26.55	18.51	-35.50	-12.93	30.58	
28.60	112.31	-169.41	573.56	-218.30	696.28	-219.32	-383.90	-235.12	555.45	684.15	-84.34	27.43	18.51	-35.83	-12.94	30.56	
28.70	112.50	-169.25	574.52	-218.45	697.19	-219.81	-383.65	-235.21	556.36	684.97	-84.67	28.11	18.52	-36.00	-12.94	30.55	
28.80	112.67	-169.13	575.87	-218.61	698.47	-220.48	-383.35	-235.39	557.62	686.04	-85.06	28.93	18.54	-36.12	-12.94	30.55	
28.90	112.83	-169.09	577.28	-218.77	699.72	-221.08	-383.14	-235.60	558.92	687.16	-85.46	29.59	18.58	-36.20	-12.94	30.56	
29.00	112.93	-169.14	578.70	-218.96	700.91	-221.67	-382.84	-235.80	560.13	688.24	-85.87	30.19	18.66	-36.37	-12.95	30.55	
29.10	112.85	-169.17	579.73	-219.11	701.79	-222.11	-382.56	-235.90	560.99	689.02	-86.15	30.67	18.74	-36.52	-12.97	30.56	
29.20	112.94	-169.15	581.10	-219.33	702.90	-222.65	-382.24	-235.95	562.08	690.04	-86.56	31.28	18.78	-36.68	-12.98	30.56	
29.30	113.10	-169.27	582.30	-219.58	703.96	-223.04	-382.12	-236.06	563.13	691.01	-87.01	31.59	18.75	-36.74	-12.95	30.55	
29.40	113.06	-169.57	583.29	-219.87	704.85	-223.36	-382.20	-236.18	564.11	691.88	-87.36	31.67	18.71	-36.74	-12.94	30.57	
29.50	112.92	-169.74	584.00	-220.07	705.47	-223.67	-382.21	-236.29	564.81	692.51	-87.55	31.90	18.69	-36.81	-12.93	30.58	
29.60	112.79	-169.91	584.88	-220.29	706.25	-223.97	-382.18	-236.43	565.64	693.31	-87.80	32.18	18.64	-36.92	-12.94	30.57	
29.70	112.69	-170.19	585.59	-220.49	706.87	-224.08	-382.23	-236.51	566.31	694.09	-88.09	32.16	18.61	-36.93	-12.94	30.56	
29.80	112.61	-170.54	586.18	-220.72	707.36	-224.11	-382.30	-236.58	566.90	694.74	-88.38	31.91	18.59	-36.86	-12.93	30.56	
29.90	112.55	-170.76	586.57	-220.89	707.67	-224.15	-382.36	-236.61	567.27	695.14	-88.54	31.70	18.58	-36.81	-12.94	30.55	
30.00	112.49	-171.06	587.01	-221.12	708.06	-224.22	-382.48	-236.61	567.67	695.58	-88.66	31.51	18.58	-36.74	-12.93	30.54	
30.10	112.44	-171.35	587.38	-221.33	708.45	-224.26	-382.58	-236.67	568.03	695.96	-88.82	31.26	18.58	-36.64	-12.93	30.54	
30.20	112.50	-171.61	587.66	-221.50	708.75	-224.24	-382.68	-236.76	568.33	696.32	-88.97	31.05	18.57	-36.50	-12.94	30.56	
30.30	112.92	-171.78	587.84	-221.55	708.96	-224.19	-382.74	-236.80	568.59	696.60	-89.04	30.92	18.56	-36.42	-12.97	30.57	
30.40	113.33	-172.02	588.12	-221.61	709.24	-224.14	-382.78	-236.89	568.90	696.89	-89.10	30.80	18.56	-36.38	-12.98	30.55	
30.50	113.71	-172.05	588.54	-221.62	709.64	-224.31	-382.55	-236.92	569.16	697.10	-89.07	31.01	18.61	-36.45	-12.99	30.53	
30.60	114.07	-171.75	589.05	-221.52	710.16	-224.82	-382.06	-236.82	569.47	697.40	-89.09	31.87	18.73	-36.63	-12.98	30.53	
30.70	114.40	-171.42	589.51	-221.43	710.50	-225.34	-381.68	-236.74	569.73	697.71	-89.20	32.79	18.80	-36.87	-12.97	30.55	
30.80	114.72	-170.85	590.17	-221.34	710.99	-226.03	-381.14	-236.73	570.22	698.15	-89.32	34.21	18.92	-37.27	-12.96	30.57	
30.90	114.98	-170.21	590.92	-221.24	711.61	-226.68	-380.56	-236.79	570.93	698.71	-89.54	35.65	19.04	-37.64	-12.96	30.57	
31.00	115.16	-169.60	591.78	-221.08	712.34	-227.36	-380.01	-236.87	571.82	699.42	-89.91	37.07	19.13	-38.01	-12.96	30.55	
31.10	115.36	-169.19	592.47	-221.04	712.95	-227.93	-379.69	-236.95	572.53	699.97	-90.15	38.03	19.21	-38.24	-12.96	30.55	
31.20	115.55	-168.76	593.46	-221.11	713.83	-228.67	-379.40	-237.14	573.56	700.79	-90.48	39.02	19.25	-38.47	-12.95	30.55	
31.30	115.73	-168.51	594.52	-221.21	714.85	-229.26	-379.12	-237.30	574.69	701.77	-90.80	39.76	19.28	-38.64	-12.93	30.57	
31.40	115.89	-168.41	595.69	-221.26	715.96	-229.80	-378.82	-237.52	575.88	702.80	-91.14	40.53	19.34	-38.85	-12.92	30.58	
31.50	116.04	-168.43	596.62	-221.36	716.75	-230.27	-378.58	-237.70	576.77	703.54	-91.46	41.07	19.37	-39.03	-12.93	30.57	
31.60	116.19	-168.54	597.90	-221.58	717.75	-230.91	-378.28	-237.88	577.87	704.50	-91.88	41.74	19.35	-39.27	-12.94	30.56	
31.70	116.32	-168.61	599.17	-221.81	718.74	-231.44	-378.02	-238.00	578.90	705.49	-92.24	42.41	19.36	-39.47	-12.95	30.57	
31.80	116.45	-168.62	600.42	-222.02	719.76	-231.93	-377.79	-238.13	579.97	706.54	-92.58	43.03	19.42	-39.58	-12.95	30.57	
31.90	116.53	-168.72	601.29	-222.18	720.54	-232.30	-377.65	-238.22	580.81	707.25	-92.86	43.44	19.49	-39.62	-12.96	30.57	
32.00	116.46	-168.93	602.42	-222.40	721.55	-232.72	-377.48	-238.38	581.88	708.13	-93.21	43.93	19.55	-39.69	-12.96	30.57	
32.10	116.32	-169.17	603.42	-222.69	722.42	-233.13	-377.34	-238.60	582.73	709.03	-93.54	44.37	19.57	-39.85	-12.97	30.55	
32.20	116.50	-169.47	604.30	-222.95	723.19	-233.52	-377.27	-238.76	583.54	709.87	-93.85	44.66	19.58	-39.94	-12.97	30.56	
32.30	116.61	-169.73	604.93	-223.14	723.73	-233.69	-377.27	-238.85	584.13	710.44	-94.11	44.63	19.56	-39.95	-12.96	30.59	
32.40	116.58	-170.03	605.74	-223.37	724.40	-233.82	-377.25	-238.93	584.82	711.06	-94.38	44.52	19.56	-39.95	-12.96	30.60	
32.50	116.48	-170.18	606.53	-223.50	725.13	-234.11	-377.12	-238.99	585.54	711.69	-94.60	44.81	19.60	-40.04	-12.96	30.60	
32.60	116.36	-170.33	607.23	-223.65	725.69	-234.40	-377.07	-239.06	586.27	712.27	-94.89	45.09	19.57	-40.10	-12.96	30.59	
32.70	116.26	-170.55	607.60	-223.78	725.99	-234.50	-377.17	-239.19	586.69	712.62	-95.08	45.05	19.50	-40.08	-12.95	30.57	
32.80	116.19	-170.91	608.01	-224.04	726.37	-234.58	-377.39	-239.39	587.07	713.03	-95.33	44.81	19.39	-40.10	-12.94	30.56	
32.90	116.13	-171.17	608.34	-224.30	726.69	-234.60	-377.47	-239.45	587.47	713.49	-95.55	44.56	19.34	-40.10	-12.93	30.57	
33.00	116.08	-171.40	608.70	-224.44	727.01	-234.56	-377.56	-239.37	587.90	713.94	-95.68	44.30	19.35	-40.02	-12.92	30.58	
33.10	116.03	-171.61	608.96	-224.54	727.25	-234.54	-377.70	-239.32	588.12	714.22	-95.73	44.13	19.38	-39.96	-12.93	30.58	
33.20	115.99	-171.87	609.25	-224.67	727.55	-234.50	-377.81	-239.31	588.37	714.49	-95.81	43.97	19.38	-39.90	-12.93	30.57	
33.30	115.95	-172.11	609.50	-224.81	727.82	-234.49	-377.83	-239.37	588.62	714.77	-95.92	43.76	19.33	-39.88	-12.94	30.56	
33.40	116.10	-172.38	609.67	-224.94	728.10	-234.50	-377.84	-239.47	588.83	715.07	-96.08	43.56	19.28	-39.84	-12.95	30.57	
33.50	116.54	-172.50	609.80	-225.02	728.29	-234.52	-377.85	-239.50	588.98	715.25	-96.20	43.43	19.28	-39.77	-12.93	30.57	
33.60	116.91	-172.58	610.04	-225.17	728.52	-234.60	-377.82	-239.55	589.17	715.45	-96.25	43.37	19.33	-39.68	-12.89	30.54	
33.70	117.24	-172.56	610.37	-225.22	728.80	-234.83	-377.55	-239.62	589.35	715.68	-96.17	43.79	19.47	-39.77	-12.91	30.55	
33.80	117.55	-172.38	610.87	-225.08	729.17	-235.25	-377.07	-239.60	589.67	715.99	-96.03	44.76	19.61	-40.00	-12.94	30.55	
33.90	117.83	-172.10	611.35	-224.96	729.55	-235.60	-376.66	-239.53	589.99	716.29	-95.98	45.71	19.70	-40.23	-12.95	30.55	
34.00	118.10	-171.67	612.03	-224.87	730.12	-236.10	-376.15	-239.43	590.48	716.73	-96.07	47.04	19.81	-40.56	-12.96	30.55	
34.10	118.35	-171.31	612.71	-224.79	730.65	-236.65	-375.71	-239.48	591.03	717.18	-96.23	48.29	19.87	-40.94	-12.95	30.57	
34.20	118.49	-171.02	613.40	-224.75	731.21	-237.27	-375.27	-239.67	591.67	717.69	-96.43	49.54	19.95	-41.26	-12.92	30.59	
34.30	118.63	-170.85	613.95	-224.80	731.71	-237.76	-374.94	-239.82	592.27	718.16	-96.62	50.45	20.00	-41.45	-12.93	30.59	
34.40	118.79	-170.69	614.74	-224.89	732.42	-238.35	-374.57	-240.01	593.18	718.95	-96.86	51.44	20.03	-41.69	-12.95	30.58	
34.50	118.94	-170.62	615.63	-224.99	733.18	-238.79	-374.30	-240.26	594.17	719.74	-97.04	52.12	20.09	-41.95	-12.96	30.55	
34.60	119.07	-170.61	616.57	-225.07	733.94	-239.18	-374.10	-240.50	595.15	720.46	-97.18	52.74	20.17	-42.16	-12.95	30.56	
34.70	119.19	-170.64	617.27	-225.17	734.51	-239.50	-373.97	-240.68	595.87	721.02	-97.33	53.20	20.21	-42.26	-12.95	30.58	
34.80	119.32	-170.72	618.19	-225.38	735.31	-239.94	-373.82	-240.90	596.82	721.85	-97.64	53.77	20.22	-42.44	-12.96	30.57	
